1.43554688e-02,1.39248047e+00,9.74257813e+00
4.78515625e-02,1.40205078e+00,9.68994141e+00
2.87109375e-02,1.37812500e+00,9.69472656e+00
3.34960938e-02,1.36376953e+00,9.70908203e+00
4.30664063e-02,1.40683594e+00,9.67558594e+00
9.57031250e-03,1.33027344e+00,9.70429688e+00
9.57031250e-03,1.37812500e+00,9.66601562e+00
1.43554688e-02,1.36376953e+00,9.67558594e+00
2.39257812e-02,1.33984375e+00,9.68037109e+00
4.30664063e-02,1.39248047e+00,9.68515625e+00
3.34960938e-02,1.38291016e+00,9.69472656e+00
3.34960938e-02,1.37333984e+00,9.76171875e+00
4.78515625e-03,1.35898438e+00,9.68037109e+00
2.39257812e-02,1.39248047e+00,9.70429688e+00
3.82812500e-02,1.35898438e+00,9.71865234e+00
3.82812500e-02,1.35898438e+00,9.67558594e+00
4.78515625e-02,1.33984375e+00,9.72343750e+00
2.87109375e-02,1.36376953e+00,9.72343750e+00
2.87109375e-02,1.36855469e+00,9.69951172e+00
3.82812500e-02,1.35419922e+00,9.69472656e+00
3.34960938e-02,1.37333984e+00,9.67080078e+00
9.57031250e-03,1.34941406e+00,9.69951172e+00
2.87109375e-02,1.37812500e+00,9.71865234e+00
1.43554688e-02,1.33984375e+00,9.72343750e+00
2.87109375e-02,1.42119141e+00,9.65166016e+00
4.78515625e-02,1.33984375e+00,9.70908203e+00
2.39257812e-02,1.34462891e+00,9.71865234e+00
1.43554688e-02,1.36376953e+00,9.66601562e+00
1.43554688e-02,1.38291016e+00,9.68037109e+00
3.82812500e-02,1.37333984e+00,9.68994141e+00
4.30664063e-02,1.38291016e+00,9.69951172e+00
2.39257812e-02,1.37333984e+00,9.72343750e+00
2.87109375e-02,1.34462891e+00,9.73779297e+00
5.74218750e-02,1.33984375e+00,9.68994141e+00
0.00000000e+00,1.37333984e+00,9.63251953e+00
1.91406250e-02,1.41162109e+00,9.68515625e+00
2.87109375e-02,1.34462891e+00,9.75214844e+00
2.87109375e-02,1.39248047e+00,9.71865234e+00
1.43554688e-02,1.42119141e+00,9.69951172e+00
1.43554688e-02,1.35898438e+00,9.65644531e+00
3.34960938e-02,1.35898438e+00,9.68037109e+00
-4.78515625e-03,1.40205078e+00,9.68994141e+00
